epoch,accuracy,loss,val_accuracy,val_loss
0,0.2116564363241195,2.619605779647827,0.239130437374115,1.993454933166504
1,0.2361963242292404,2.2625067234039307,0.1086956486105918,2.0486900806427
2,0.15644171833992,2.0039186477661133,0.239130437374115,1.9943492412567136
3,0.2361963242292404,1.9333561658859253,0.239130437374115,1.9987014532089236
4,0.2208589017391204,1.9669075012207031,0.239130437374115,1.968923807144165
5,0.2668711543083191,1.918433666229248,0.27173912525177,1.9567630290985107
6,0.2975459992885589,1.8831672668457031,0.4347825944423675,1.8898494243621824
7,0.2331288307905197,1.9355701208114624,0.239130437374115,2.00323748588562
8,0.2730061411857605,1.938474178314209,0.239130437374115,1.9831148386001587
9,0.2791410982608795,1.9174994230270384,0.260869562625885,1.9915486574172971
10,0.2791410982608795,1.885868549346924,0.29347825050354,1.870654940605164
11,0.2975459992885589,2.095714807510376,0.25,1.950363516807556
12,0.2607361972332001,1.8946945667266848,0.282608687877655,1.8776851892471316
13,0.2791410982608795,1.8618807792663572,0.29347825050354,1.8709619045257568
14,0.3159509301185608,1.8556891679763796,0.29347825050354,1.8492270708084104
15,0.2730061411857605,1.8551973104476929,0.29347825050354,1.8546464443206787
16,0.3527607321739197,1.7570170164108276,0.3913043439388275,1.7215029001235962
17,0.2484662532806396,3.6145389080047607,0.282608687877655,1.8165079355239868
18,0.2944785356521606,1.8610846996307373,0.29347825050354,1.8048347234725952
19,0.3588957190513611,1.7496131658554075,0.4130434691905975,1.7274599075317385
20,0.3006134927272796,1.875967621803284,0.25,1.8121271133422847
21,0.3036809861660003,1.770896077156067,0.304347813129425,1.7103490829467771
22,0.3251533806324005,1.6804412603378296,0.4239130318164825,1.6629648208618164
23,0.349693238735199,1.6264920234680176,0.2282608747482299,1.9428939819335935
24,0.306748479604721,1.9322638511657717,0.3804347813129425,1.6849421262741089
25,0.3312883377075195,1.6721079349517822,0.3152174055576324,1.9923875331878664
26,0.3159509301185608,1.7537808418273926,0.3478260934352875,1.7258458137512207
27,0.3803680837154388,1.5981838703155518,0.4130434691905975,1.6242709159851074
