epoch,accuracy,loss,val_accuracy,val_loss
0,0.20245398581027985,2.0897610187530518,0.260869562625885,1.9906233549118042
1,0.2638036906719208,1.9563924074172974,0.29347825050354004,1.9521225690841675
2,0.29754599928855896,1.9110153913497925,0.29347825050354004,1.917941927909851
3,0.2638036906719208,1.9069312810897827,0.29347825050354004,1.8819397687911987
4,0.3128834366798401,1.877105474472046,0.32608696818351746,1.8723783493041992
5,0.30061349272727966,1.8438671827316284,0.28260868787765503,1.8845210075378418
6,0.3251533806324005,1.8106502294540405,0.3586956560611725,1.8207600116729736
7,0.3128834366798401,1.7991372346878052,0.3586956560611725,1.824008584022522
8,0.3588957190513611,1.7824407815933228,0.3913043439388275,1.7905369997024536
9,0.38036808371543884,1.6848440170288086,0.3695652186870575,1.7766697406768799
10,0.39570552110671997,1.6612250804901123,0.44565218687057495,1.7370449304580688
11,0.3650306761264801,1.6833791732788086,0.3913043439388275,1.7042468786239624
12,0.4202454090118408,1.613548755645752,0.3913043439388275,1.6967743635177612
13,0.38036808371543884,1.5975675582885742,0.46739131212234497,1.6441468000411987
14,0.4202454090118408,1.5713871717453003,0.42391303181648254,1.6220355033874512
15,0.46625766158103943,1.5241535902023315,0.5,1.5742602348327637
16,0.4447852671146393,1.5033071041107178,0.44565218687057495,1.5461688041687012
17,0.5276073813438416,1.4492658376693726,0.510869562625885,1.5081545114517212
18,0.5030674934387207,1.3733326196670532,0.489130437374115,1.5645573139190674
19,0.5337423086166382,1.370115041732788,0.46739131212234497,1.4785125255584717
20,0.5521472096443176,1.3256940841674805,0.554347813129425,1.4894239902496338
21,0.5337423086166382,1.3009188175201416,0.52173912525177,1.498267412185669
22,0.5858895778656006,1.249241590499878,0.54347825050354,1.45731782913208
23,0.5858895778656006,1.2478184700012207,0.54347825050354,1.4271790981292725
24,0.5552147030830383,1.2264479398727417,0.554347813129425,1.3917689323425293
25,0.5736196041107178,1.186587929725647,0.52173912525177,1.4565916061401367
26,0.60429447889328,1.1524657011032104,0.532608687877655,1.4473916292190552
27,0.5797545909881592,1.188523292541504,0.54347825050354,1.38434636592865
28,0.6134969592094421,1.162954568862915,0.52173912525177,1.4407811164855957
29,0.6257668733596802,1.1068527698516846,0.554347813129425,1.4107574224472046
30,0.6257668733596802,1.0930442810058594,0.54347825050354,1.3667680025100708
31,0.6411042809486389,1.055574893951416,0.54347825050354,1.3593963384628296
32,0.6165643930435181,1.0494604110717773,0.54347825050354,1.3939918279647827
33,0.6411042809486389,1.0502699613571167,0.554347813129425,1.3423519134521484
34,0.650306761264801,1.029978632926941,0.532608687877655,1.382531762123108
35,0.6533742547035217,0.9801342487335205,0.5869565010070801,1.3786630630493164
36,0.6809815764427185,0.9783360958099365,0.47826087474823,1.3865951299667358
37,0.6779140830039978,0.9085428714752197,0.54347825050354,1.3180488348007202
38,0.7177914381027222,0.915246307849884,0.532608687877655,1.365176796913147
39,0.6748466491699219,0.914319634437561,0.554347813129425,1.3601182699203491
40,0.6625766754150391,0.9207200407981873,0.554347813129425,1.3178811073303223
41,0.7116564512252808,0.8920133709907532,0.532608687877655,1.3604137897491455
42,0.7147239446640015,0.8843033909797668,0.5652173757553101,1.324611783027649
43,0.7116564512252808,0.8957265615463257,0.554347813129425,1.3357212543487549
44,0.7576687335968018,0.8153624534606934,0.54347825050354,1.3446052074432373
45,0.7423312664031982,0.8201543092727661,0.54347825050354,1.3519777059555054
46,0.7269938588142395,0.8182873725891113,0.54347825050354,1.3354507684707642
47,0.7576687335968018,0.7755730748176575,0.5652173757553101,1.3200234174728394
48,0.7116564512252808,0.801017165184021,0.5760869383811951,1.3384162187576294
49,0.7208588719367981,0.7739922404289246,0.5652173757553101,1.33721125125885
